#RPLIDAR SCAN DATA
#COUNT=499
#Angule	Distance	Quality
172.7765 3040.0 188
173.1226 3040.0 188
173.4686 3040.0 188
173.7927 3036.0 188
174.1388 3028.0 188
174.4794 3028.0 188
174.8254 3032.0 188
175.1715 3028.0 188
175.5121 3036.0 188
175.8417 3036.0 188
176.1823 3028.0 188
176.5283 3024.0 188
176.8744 3024.0 188
177.2150 3028.0 188
177.5610 3024.0 188
177.8906 3020.0 188
178.2312 3032.0 188
178.5773 3036.0 188
178.9178 3036.0 188
179.2639 3028.0 188
179.6045 3024.0 188
179.9341 3028.0 188
180.2802 3024.0 188
180.6207 3028.0 188
180.9668 3048.0 188
181.3074 3064.0 188
181.6534 3068.0 188
181.9336 3080.0 188
182.6202 3092.0 188
183.4167 6296.0 188
183.7628 6296.0 188
184.0924 6312.0 188
184.4330 6312.0 188
184.7791 6320.0 188
185.5151 5528.0 188
186.1359 6344.0 188
186.4819 6352.0 188
186.8280 6352.0 188
187.1686 6352.0 188
187.5146 6280.0 188
188.5913 5464.0 188
188.9374 5440.0 188
189.2615 5432.0 188
189.6075 5416.0 188
189.9481 5424.0 188
190.2942 5424.0 188
190.6403 5440.0 188
190.9808 5448.0 188
191.3269 5448.0 188
191.6510 5464.0 188
191.9971 5472.0 188
192.3431 5488.0 188
192.6837 5440.0 188
193.0298 5288.0 188
193.3704 5152.0 188
193.7164 5032.0 188
194.0625 4920.0 188
194.7327 5608.0 188
195.0732 5640.0 188
195.4193 5656.0 188
195.7654 5696.0 188
196.1060 5704.0 188
196.4520 5680.0 188
196.7926 5664.0 188
197.4683 5408.0 188
197.8088 5296.0 188
198.1549 5176.0 188
198.4955 5120.0 188
198.8416 5056.0 188
199.1821 5008.0 188
199.8578 4960.0 188
200.2643 4584.0 188
200.6049 4544.0 188
200.9509 4552.0 188
201.2915 4552.0 188
201.6211 4528.0 188
201.9672 4472.0 188
202.3077 4392.0 188
202.6538 4312.0 188
202.9999 4272.0 188
203.3405 4224.0 188
203.6865 4168.0 188
204.0271 4104.0 188
204.4171 4048.0 188
204.7632 4004.0 188
205.1093 3956.0 188
205.4498 3900.0 188
205.7959 3860.0 188
206.1200 3828.0 188
206.4661 3768.0 188
206.8121 3720.0 188
207.1527 3684.0 188
207.4988 3644.0 188
207.8394 3612.0 188
208.1854 3568.0 188
208.5260 3520.0 188
208.9215 3476.0 188
209.2621 3448.0 188
209.6082 3428.0 188
209.9487 3396.0 188
210.2783 3348.0 188
210.6244 3304.0 188
210.9650 3280.0 188
211.3110 3256.0 188
211.6516 3220.0 188
211.9977 3188.0 188
212.3438 3152.0 188
212.6843 3128.0 188
213.0139 3104.0 188
213.3545 3076.0 188
213.7610 3052.0 188
214.4531 3028.0 188
215.4639 2860.0 188
216.4966 2744.0 188
216.8427 2748.0 188
217.5732 2636.0 188
217.9193 2640.0 188
218.2654 2652.0 188
218.6060 2668.0 188
218.9520 2692.0 188
219.2761 2688.0 188
219.6222 2664.0 188
219.9683 2648.0 188
220.3088 2628.0 188
220.6549 2612.0 188
220.9955 2600.0 188
221.3416 2576.0 188
221.6821 2556.0 188
222.0117 2540.0 188
222.3578 2524.0 188
222.6984 2512.0 188
223.0444 2496.0 188
223.3905 2480.0 188
223.7311 2468.0 188
224.1211 2456.0 188
224.4672 2440.0 188
224.8077 2420.0 188
225.1538 2404.0 188
225.4999 2392.0 188
225.8405 2380.0 188
226.1865 2376.0 188
226.5271 2364.0 188
226.8567 2352.0 188
227.2028 2336.0 188
227.5433 2316.0 188
227.8894 2304.0 188
228.2300 2296.0 188
228.5760 2284.0 188
228.9166 2276.0 188
229.2627 2264.0 188
229.6088 2252.0 188
229.9329 2240.0 188
230.3394 2228.0 188
230.6854 2220.0 188
231.0260 2212.0 188
231.3721 2204.0 188
231.7181 2188.0 188
232.0422 2176.0 188
232.3883 2168.0 188
232.7344 2156.0 188
233.0750 2148.0 188
233.4210 2140.0 188
233.7616 2132.0 188
234.1077 2124.0 188
234.4482 2112.0 188
234.7943 2104.0 188
235.1239 2096.0 188
235.4645 2092.0 188
235.8105 2080.0 188
236.1511 2072.0 188
236.4972 2068.0 188
236.8433 2056.0 188
237.2333 2048.0 188
237.5739 2040.0 188
237.9199 2036.0 188
238.2605 2028.0 188
238.6066 2020.0 188
238.9526 2014.0 188
239.2932 2006.0 188
239.6393 2002.0 188
239.9799 1996.0 188
240.3094 1986.0 188
240.6555 1978.0 188
240.9961 1974.0 188
241.3422 1968.0 188
241.6827 1962.0 188
242.0288 1958.0 188
242.3749 1954.0 188
242.7155 1946.0 188
243.0615 1938.0 188
243.4021 1932.0 188
243.7317 1926.0 188
244.0778 1922.0 188
244.4183 1916.0 188
244.7644 1910.0 188
245.1050 1906.0 188
245.4510 1902.0 188
245.7916 1898.0 188
246.1377 1894.0 188
246.5277 1890.0 188
246.8738 1884.0 188
247.2144 1880.0 188
247.5604 1876.0 188
247.9010 1868.0 188
248.2471 1864.0 188
248.5931 1860.0 188
248.9172 1856.0 188
249.2633 1852.0 188
249.6094 1850.0 188
249.9500 1844.0 188
250.2960 1838.0 188
250.6366 1838.0 188
250.9827 1836.0 188
251.3232 1828.0 188
251.6693 1826.0 188
252.0154 1824.0 188
252.3395 1820.0 188
252.6855 1818.0 188
253.0261 1816.0 188
253.3722 1812.0 188
253.7183 1808.0 188
254.0588 1806.0 188
254.4049 1804.0 188
254.7455 1800.0 188
255.0916 1794.0 188
255.4211 1792.0 188
255.7617 1790.0 188
256.1078 1786.0 188
256.4484 1782.0 188
256.7944 1782.0 188
257.1405 1782.0 188
257.4811 1778.0 188
257.8271 1774.0 188
258.1677 1776.0 188
258.5138 1774.0 188
258.8544 1772.0 188
259.1840 1770.0 188
259.5300 1768.0 188
259.8706 1768.0 188
260.2167 1768.0 188
260.5573 1764.0 188
260.9033 1762.0 188
261.2494 1760.0 188
261.5900 1760.0 188
261.9360 1760.0 188
262.2766 1758.0 188
262.6666 1756.0 188
263.0127 1754.0 188
263.3588 1750.0 188
263.6993 1724.0 188
264.0454 1678.0 188
264.3860 1660.0 188
265.0122 1758.0 188
265.3583 1764.0 188
265.6989 1772.0 188
266.0449 1774.0 188
266.4349 1746.0 188
266.7810 1732.0 188
267.1216 1740.0 188
267.8082 1692.0 188
268.1543 1706.0 188
268.4839 1718.0 188
268.8245 1732.0 188
269.1705 1750.0 188
269.4672 1764.0 188
269.8077 1768.0 188
270.1373 1774.0 188
270.4834 1758.0 188
271.2305 1742.0 188
271.5765 1660.0 188
272.2467 1748.0 188
272.5928 1750.0 188
272.9333 1748.0 188
273.2794 1750.0 188
273.6200 1750.0 188
273.9661 1750.0 188
274.3121 1754.0 188
274.6527 1754.0 188
274.9329 1760.0 188
275.2789 1774.0 188
