#RPLIDAR SCAN DATA
#COUNT=881
#Angule	Distance	Quality
295.0269 1470.0 188
295.3400 1468.0 188
295.6366 1468.0 188
295.9497 1472.0 188
296.2463 1478.0 188
296.5430 1482.0 188
296.8561 1484.0 188
297.1527 1484.0 188
297.4658 1482.0 188
297.7625 1484.0 188
298.0591 1492.0 188
298.3722 1516.0 188
298.6249 1542.0 188
298.9215 1568.0 188
300.2454 852.0 188
300.6079 846.0 188
300.9210 838.0 188
301.2177 832.0 188
301.5143 824.0 188
301.8713 818.0 188
302.1844 814.0 188
302.4811 808.0 188
302.7942 804.0 188
303.0908 802.0 188
303.3875 800.0 188
303.7006 800.0 188
303.9972 800.0 188
304.3103 800.0 188
304.6069 800.0 188
305.2167 802.0 188
307.2491 488.0 188
307.5458 484.0 188
307.9028 479.0 188
308.1995 476.0 188
308.5126 473.0 188
309.1718 468.0 188
312.7478 234.0 188
313.1049 230.0 188
313.5278 227.0 188
313.8904 225.0 188
314.2474 223.0 188
314.6045 221.0 188
314.9670 219.0 188
315.2637 218.0 188
315.6207 217.0 188
315.9338 216.0 188
316.2964 215.0 188
316.5930 215.0 188
316.8896 214.0 188
317.2467 213.0 188
317.5598 212.0 188
317.8564 212.0 188
318.1531 212.0 188
318.5156 211.0 188
318.8232 211.0 188
319.1199 211.0 188
319.4824 210.0 188
319.7955 210.0 188
320.0922 210.0 188
320.3888 210.0 188
320.7019 209.0 188
320.9985 209.0 188
321.3556 208.0 188
321.6522 208.0 188
321.9653 208.0 188
322.2620 208.0 188
322.5751 208.0 188
322.8717 208.0 188
323.1683 208.0 188
323.4814 207.0 188
323.7781 207.0 188
324.0912 207.0 188
324.3878 207.0 188
324.6844 207.0 188
324.9976 207.0 188
325.2942 207.0 188
325.5908 207.0 188
325.9039 207.0 188
326.2006 207.0 188
326.5137 207.0 188
326.8103 207.0 188
327.1674 206.0 188
327.4200 207.0 188
328.3264 207.0 188
